pmid,title,year,journal,doi,sources,source_count
35725168,,,,,B3_stroma,1
35741104,,,,,A3_epithelium_limbus;B3_stroma,2
35749016,,,,,C4_endothelium,1
35750044,,,,,A3_epithelium_limbus,1
35767274,,,,,A3_epithelium_limbus,1
35769102,,,,,A3_epithelium_limbus;B3_stroma,2
35771810,,,,,C4_endothelium,1
35798063,,,,,B3_stroma,1
35800407,,,,,B3_stroma,1
35802553,,,,,B3_stroma,1
35810243,,,,,C4_endothelium,1
35811904,,,,,B3_stroma,1
35821117,,,,,B3_stroma,1
35887181,,,,,B3_stroma,1
35893403,,,,,C4_endothelium,1
35893466,,,,,A3_epithelium_limbus,1
35894700,,,,,A3_epithelium_limbus,1
35896678,,,,,C4_endothelium,1
35902874,,,,,B3_stroma,1
35912793,,,,,A3_epithelium_limbus,1
35929237,,,,,B3_stroma,1
35938166,,,,,B3_stroma,1
35947000,,,,,B3_stroma,1
35953672,,,,,D3_full_thickness_multilayer,1
35986035,,,,,A3_epithelium_limbus,1
35999622,,,,,C4_endothelium,1
36015671,,,,,D3_full_thickness_multilayer,1
36040708,,,,,A3_epithelium_limbus;B3_stroma,2
36051248,,,,,C4_endothelium,1
36062606,,,,,C4_endothelium,1
36063670,,,,,A3_epithelium_limbus;B3_stroma,2
36078126,,,,,A3_epithelium_limbus,1
36079096,,,,,C4_endothelium,1
36080636,,,,,D3_full_thickness_multilayer,1
36142906,,,,,C4_endothelium,1
36153307,,,,,B3_stroma,1
36178238,,,,,C4_endothelium,1
36187442,,,,,B3_stroma,1
36190075,,,,,A3_epithelium_limbus,1
36194422,,,,,C4_endothelium,1
36235965,,,,,B3_stroma,1
36239965,,,,,A3_epithelium_limbus;B3_stroma,2
36246012,,,,,C4_endothelium,1
36249679,,,,,B3_stroma,1
36255463,,,,,C4_endothelium,1
36346320,,,,,C4_endothelium,1
36356877,,,,,B3_stroma;D3_full_thickness_multilayer,2
36370413,,,,,A3_epithelium_limbus;B3_stroma,2
36416454,,,,,B3_stroma;D3_full_thickness_multilayer,2
36441906,,,,,B3_stroma,1
36458563,,,,,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3
36497012,,,,,A3_epithelium_limbus;C4_endothelium,2
36499651,,,,,B3_stroma,1
36502465,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
36531590,,,,,C4_endothelium,1
36536596,,,,,C4_endothelium,1
36536960,,,,,C4_endothelium,1
36542355,,,,,C4_endothelium,1
36563893,,,,,B3_stroma;D3_full_thickness_multilayer,2
36564919,,,,,A3_epithelium_limbus,1
36575840,,,,,B3_stroma,1
36579828,,,,,B3_stroma;D3_full_thickness_multilayer,2
36611829,,,,,C4_endothelium,1
36619161,,,,,C4_endothelium,1
36634100,,,,,B3_stroma,1
36638943,,,,,A3_epithelium_limbus;B3_stroma,2
36668685,,,,,B3_stroma,1
36671634,,,,,B3_stroma,1
36708851,,,,,A3_epithelium_limbus,1
36728991,,,,,C4_endothelium,1
36729033,,,,,C4_endothelium,1
36729619,,,,,B3_stroma;D3_full_thickness_multilayer,2
36730305,,,,,B3_stroma,1
36730371,,,,,C4_endothelium,1
36731083,,,,,C4_endothelium,1
36736434,,,,,A3_epithelium_limbus,1
36769200,,,,,C4_endothelium,1
36772078,,,,,A3_epithelium_limbus,1
36775872,,,,,D3_full_thickness_multilayer,1
36790821,,,,,C4_endothelium,1
36796013,,,,,C4_endothelium,1
36834965,,,,,B3_stroma,1
36844364,,,,,A3_epithelium_limbus;B3_stroma,2
36852699,,,,,A3_epithelium_limbus,1
36871853,,,,,B3_stroma,1
36888565,,,,,C4_endothelium,1
36908304,,,,,A3_epithelium_limbus,1
36925678,,,,,B3_stroma,1
36961426,,,,,C4_endothelium,1
36966818,,,,,C4_endothelium,1
36967080,,,,,B3_stroma,1
36989713,,,,,A3_epithelium_limbus;B3_stroma,2
37014650,,,,,B3_stroma,1
37019117,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
37023465,,,,,C4_endothelium,1
37034263,,,,,A3_epithelium_limbus,1
37043981,,,,,B3_stroma,1
37056274,,,,,A3_epithelium_limbus;B3_stroma,2
37059215,,,,,B3_stroma,1
37068490,,,,,B3_stroma,1
37068601,,,,,B3_stroma,1
37074694,,,,,C4_endothelium,1
37079319,,,,,C4_endothelium,1
37080483,,,,,B3_stroma,1
37095881,,,,,B3_stroma,1
37097204,,,,,A3_epithelium_limbus,1
37097884,,,,,B3_stroma,1
37106666,,,,,B3_stroma,1
37126648,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
37146636,,,,,C4_endothelium,1
37163555,,,,,C4_endothelium,1
37167477,,,,,C4_endothelium,1
37209968,,,,,B3_stroma,1
37237859,,,,,A3_epithelium_limbus,1
37268293,,,,,C4_endothelium,1
37271309,,,,,B3_stroma,1
37273984,,,,,A3_epithelium_limbus,1
37273996,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
37282673,,,,,A3_epithelium_limbus,1
37282676,,,,,A3_epithelium_limbus;C4_endothelium,2
37282677,,,,,C4_endothelium,1
37282694,,,,,A3_epithelium_limbus,1
37282697,,,,,C4_endothelium,1
37290822,,,,,C4_endothelium,1
37296649,,,,,C4_endothelium,1
37335898,,,,,B3_stroma,1
37376106,,,,,B3_stroma,1
37386384,,,,,B3_stroma,1
37393064,,,,,B3_stroma,1
37401723,,,,,B3_stroma;D3_full_thickness_multilayer,2
37435912,,,,,A3_epithelium_limbus,1
37443325,,,,,B3_stroma,1
37454921,,,,,B3_stroma,1
37456580,,,,,A3_epithelium_limbus;B3_stroma,2
37463127,,,,,D3_full_thickness_multilayer,1
37476050,,,,,A3_epithelium_limbus;B3_stroma,2
37477184,,,,,A3_epithelium_limbus,1
37484136,,,,,C4_endothelium,1
37486313,,,,,C4_endothelium,1
37486330,,,,,A3_epithelium_limbus,1
37504855,,,,,B3_stroma,1
37511012,,,,,A3_epithelium_limbus,1
37528478,,,,,C4_endothelium,1
37532233,,,,,A3_epithelium_limbus,1
37539164,,,,,B3_stroma;D3_full_thickness_multilayer,2
37555081,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
37562438,,,,,C4_endothelium,1
37594449,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
37600931,,,,,B3_stroma,1
37633325,,,,,B3_stroma,1
37669162,,,,,A3_epithelium_limbus,1
37669915,,,,,B3_stroma;D3_full_thickness_multilayer,2
37702586,,,,,C4_endothelium,1
37721301,,,,,A3_epithelium_limbus;B3_stroma,2
37731910,,,,,B3_stroma;D3_full_thickness_multilayer,2
37747759,,,,,B3_stroma;D3_full_thickness_multilayer,2
37750746,,,,,B3_stroma,1
37772880,,,,,C4_endothelium,1
37788597,,,,,C4_endothelium,1
37829815,,,,,C4_endothelium,1
37834961,,,,,C4_endothelium,1
37840541,,,,,C4_endothelium,1
37858497,,,,,C4_endothelium,1
37859806,,,,,B3_stroma,1
37866722,,,,,A3_epithelium_limbus;B3_stroma,2
37890116,,,,,C4_endothelium,1
37941333,,,,,C4_endothelium,1
37943710,,,,,C4_endothelium,1
37944849,,,,,B3_stroma,1
37951740,,,,,C4_endothelium,1
37952725,,,,,B3_stroma,1
37988231,,,,,A3_epithelium_limbus;B3_stroma,2
37997553,,,,,D3_full_thickness_multilayer,1
38024318,,,,,C4_endothelium,1
38034859,,,,,C4_endothelium,1
38044579,,,,,A3_epithelium_limbus;B3_stroma,2
38049155,,,,,C4_endothelium,1
38100743,,,,,B3_stroma,1
38127965,,,,,C4_endothelium,1
38128100,,,,,C4_endothelium,1
38147574,,,,,C4_endothelium,1
38155859,,,,,C4_endothelium,1
38188935,,,,,C4_endothelium,1
38226015,,,,,B3_stroma;D3_full_thickness_multilayer,2
38247948,,,,,C4_endothelium,1
38249508,,,,,C4_endothelium,1
38258038,,,,,A3_epithelium_limbus,1
38272533,,,,,C4_endothelium,1
38292853,,,,,A3_epithelium_limbus,1
38350593,,,,,B3_stroma,1
38355568,,,,,A3_epithelium_limbus,1
38391264,,,,,C4_endothelium,1
38403162,,,,,C4_endothelium,1
38413368,,,,,B3_stroma;D3_full_thickness_multilayer,2
38422520,,,,,B3_stroma,1
38428773,,,,,B3_stroma;D3_full_thickness_multilayer,2
38446253,,,,,A3_epithelium_limbus,1
38450465,,,,,C4_endothelium,1
38450471,,,,,C4_endothelium,1
38454966,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
38466286,,,,,C4_endothelium;D3_full_thickness_multilayer,2
38471007,,,,,C4_endothelium,1
38471165,,,,,B3_stroma;D3_full_thickness_multilayer,2
38472013,,,,,B3_stroma,1
38472685,,,,,A3_epithelium_limbus;B3_stroma,2
38486034,,,,,A3_epithelium_limbus,1
38486306,,,,,C4_endothelium;D3_full_thickness_multilayer,2
38497791,,,,,B3_stroma,1
38507789,,,,,B3_stroma,1
38507802,,,,,B3_stroma;D3_full_thickness_multilayer,2
38521828,,,,,B3_stroma,1
38525537,,,,,B3_stroma,1
38557918,,,,,C4_endothelium,1
38565006,,,,,A3_epithelium_limbus,1
38601054,,,,,C4_endothelium,1
38646166,,,,,A3_epithelium_limbus;B3_stroma,2
38692875,,,,,A3_epithelium_limbus,1
38713471,,,,,A3_epithelium_limbus,1
38739135,,,,,D3_full_thickness_multilayer,1
38750781,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
38750850,,,,,A3_epithelium_limbus;B3_stroma,2
38761745,,,,,B3_stroma,1
38780042,,,,,C4_endothelium,1
38800368,,,,,B3_stroma,1
38803982,,,,,A3_epithelium_limbus,1
38882795,,,,,C4_endothelium,1
38887317,,,,,A3_epithelium_limbus,1
38888287,,,,,A3_epithelium_limbus,1
38901724,,,,,C4_endothelium,1
38913970,,,,,C4_endothelium,1
38917481,,,,,C4_endothelium,1
38950099,,,,,B3_stroma,1
38952721,,,,,C4_endothelium,1
38956931,,,,,B3_stroma,1
38960253,,,,,A3_epithelium_limbus,1
38963322,,,,,D3_full_thickness_multilayer,1
38981047,,,,,C4_endothelium,1
38983542,,,,,C4_endothelium,1
38999352,,,,,C4_endothelium,1
39000162,,,,,B3_stroma,1
39004731,,,,,B3_stroma,1
39021374,,,,,A3_epithelium_limbus,1
39022184,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
39030334,,,,,C4_endothelium,1
39050175,,,,,A3_epithelium_limbus,1
39056800,,,,,C4_endothelium,1
39072516,,,,,A3_epithelium_limbus,1
39075142,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
39093770,,,,,C4_endothelium,1
39096155,,,,,B3_stroma;D3_full_thickness_multilayer,2
39101028,,,,,B3_stroma;D3_full_thickness_multilayer,2
39106436,,,,,A3_epithelium_limbus;B3_stroma,2
39113726,,,,,A3_epithelium_limbus,1
39139547,,,,,D3_full_thickness_multilayer,1
39151772,,,,,A3_epithelium_limbus,1
39151870,,,,,B3_stroma,1
39163460,,,,,B3_stroma,1
39169887,,,,,B3_stroma;D3_full_thickness_multilayer,2
39175945,,,,,C4_endothelium,1
39197237,,,,,A3_epithelium_limbus;B3_stroma,2
39201288,,,,,B3_stroma,1
39206384,,,,,C4_endothelium,1
39216318,,,,,B3_stroma;D3_full_thickness_multilayer,2
39218556,,,,,B3_stroma;D3_full_thickness_multilayer,2
39298836,,,,,A3_epithelium_limbus,1
39300402,,,,,B3_stroma,1
39328788,,,,,B3_stroma;D3_full_thickness_multilayer,2
39337712,,,,,B3_stroma;C4_endothelium,2
39342257,,,,,A3_epithelium_limbus,1
39352514,,,,,C4_endothelium,1
39353677,,,,,C4_endothelium,1
39375390,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
39386038,,,,,C4_endothelium,1
39386574,,,,,A3_epithelium_limbus;B3_stroma,2
39395654,,,,,C4_endothelium,1
39407163,,,,,C4_endothelium,1
39413248,,,,,C4_endothelium,1
39425087,,,,,A3_epithelium_limbus,1
39429339,,,,,A3_epithelium_limbus,1
39434062,,,,,C4_endothelium,1
39476369,,,,,C4_endothelium,1
39499134,,,,,C4_endothelium,1
39522528,,,,,A3_epithelium_limbus,1
39537007,,,,,B3_stroma,1
39538248,,,,,A3_epithelium_limbus,1
39546291,,,,,B3_stroma,1
39551331,,,,,C4_endothelium;D3_full_thickness_multilayer,2
39556946,,,,,B3_stroma;D3_full_thickness_multilayer,2
39558722,,,,,A3_epithelium_limbus,1
39558795,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
39563677,,,,,B3_stroma;D3_full_thickness_multilayer,2
39566825,,,,,D3_full_thickness_multilayer,1
39597798,,,,,C4_endothelium,1
39604906,,,,,C4_endothelium,1
39613275,,,,,B3_stroma,1
39643222,,,,,B3_stroma;D3_full_thickness_multilayer,2
39657357,,,,,A3_epithelium_limbus,1
39658954,,,,,B3_stroma,1
39661079,,,,,C4_endothelium,1
39675062,,,,,B3_stroma,1
39677756,,,,,B3_stroma,1
39681236,,,,,B3_stroma,1
39686763,,,,,B3_stroma;D3_full_thickness_multilayer,2
39689863,,,,,A3_epithelium_limbus,1
39692575,,,,,A3_epithelium_limbus,1
39693435,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
39727762,,,,,B3_stroma,1
39740695,,,,,D3_full_thickness_multilayer,1
39768260,,,,,A3_epithelium_limbus,1
39774993,,,,,C4_endothelium,1
39798301,,,,,C4_endothelium,1
39798638,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
39800095,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
39805286,,,,,C4_endothelium,1
39808526,,,,,C4_endothelium,1
39809262,,,,,C4_endothelium,1
39819884,,,,,B3_stroma;D3_full_thickness_multilayer,2
39833712,,,,,A3_epithelium_limbus,1
39836497,,,,,C4_endothelium,1
39836509,,,,,B3_stroma,1
39838783,,,,,B3_stroma,1
39847367,,,,,B3_stroma,1
39853921,,,,,A3_epithelium_limbus;B3_stroma,2
39860348,,,,,C4_endothelium,1
39862260,,,,,C4_endothelium,1
39862961,,,,,B3_stroma,1
39865725,,,,,D3_full_thickness_multilayer,1
39868996,,,,,B3_stroma;D3_full_thickness_multilayer,2
39884436,,,,,A3_epithelium_limbus,1
39885492,,,,,C4_endothelium,1
39894408,,,,,B3_stroma,1
39904016,,,,,D3_full_thickness_multilayer,1
39905045,,,,,B3_stroma,1
39930756,,,,,B3_stroma;D3_full_thickness_multilayer,2
39935895,,,,,B3_stroma;D3_full_thickness_multilayer,2
39951297,,,,,A3_epithelium_limbus,1
39955036,,,,,A3_epithelium_limbus;B3_stroma,2
39959170,,,,,B3_stroma,1
39960629,,,,,B3_stroma,1
39964324,,,,,B3_stroma,1
39984071,,,,,B3_stroma,1
39985258,,,,,A3_epithelium_limbus,1
40023834,,,,,C4_endothelium,1
40029252,,,,,B3_stroma,1
40038090,,,,,C4_endothelium,1
40038115,,,,,C4_endothelium,1
40049492,,,,,D3_full_thickness_multilayer,1
40061375,,,,,A3_epithelium_limbus;B3_stroma,2
40079491,,,,,A3_epithelium_limbus,1
40083774,,,,,A3_epithelium_limbus;B3_stroma,2
40145466,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
40149974,,,,,D3_full_thickness_multilayer,1
40159843,,,,,A3_epithelium_limbus;B3_stroma,2
40168696,,,,,A3_epithelium_limbus,1
40217636,,,,,C4_endothelium,1
40221533,,,,,C4_endothelium,1
40227070,,,,,B3_stroma,1
40230645,,,,,B3_stroma,1
40231530,,,,,D3_full_thickness_multilayer,1
40244234,,,,,C4_endothelium,1
40256353,,,,,C4_endothelium,1
40267949,,,,,C4_endothelium,1
40273158,,,,,B3_stroma;D3_full_thickness_multilayer,2
40284520,,,,,A3_epithelium_limbus,1
40296037,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
40296952,,,,,A3_epithelium_limbus,1
40297283,,,,,A3_epithelium_limbus,1
40316667,,,,,C4_endothelium,1
40348381,,,,,C4_endothelium;D3_full_thickness_multilayer,2
40358733,,,,,C4_endothelium,1
40366209,,,,,C4_endothelium,1
40373233,,,,,D3_full_thickness_multilayer,1
40383650,,,,,C4_endothelium,1
40395134,,,,,A3_epithelium_limbus;B3_stroma,2
40395849,,,,,C4_endothelium,1
40423617,,,,,B3_stroma,1
40436750,,,,,A3_epithelium_limbus,1
40437144,,,,,B3_stroma,1
40444446,,,,,A3_epithelium_limbus,1
40446990,,,,,C4_endothelium;D3_full_thickness_multilayer,2
40449080,,,,,A3_epithelium_limbus,1
40449707,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
40451552,,,,,A3_epithelium_limbus,1
40481091,,,,,A3_epithelium_limbus;B3_stroma,2
40529104,,,,,B3_stroma,1
40536661,,,,,C4_endothelium,1
40541883,,,,,A3_epithelium_limbus,1
40553872,,,,,D3_full_thickness_multilayer,1
40554673,,,,,B3_stroma,1
40555247,,,,,B3_stroma;D3_full_thickness_multilayer,2
40569312,,,,,A3_epithelium_limbus,1
40586188,,,,,C4_endothelium,1
40613723,,,,,B3_stroma;D3_full_thickness_multilayer,2
40617304,,,,,B3_stroma,1
40641839,,,,,B3_stroma;D3_full_thickness_multilayer,2
40665979,,,,,C4_endothelium;D3_full_thickness_multilayer,2
40668113,,,,,B3_stroma,1
40686616,,,,,B3_stroma,1
40689077,,,,,B3_stroma,1
40689376,,,,,A3_epithelium_limbus,1
40689723,,,,,B3_stroma,1
40692059,,,,,B3_stroma,1
40710690,,,,,B3_stroma;D3_full_thickness_multilayer,2
40725557,,,,,C4_endothelium,1
40734361,,,,,B3_stroma;D3_full_thickness_multilayer,2
40759789,,,,,A3_epithelium_limbus,1
40761516,,,,,B3_stroma,1
40762540,,,,,B3_stroma;C4_endothelium,2
40777142,,,,,A3_epithelium_limbus,1
40778884,,,,,B3_stroma,1
40791657,,,,,C4_endothelium,1
40793233,,,,,B3_stroma,1
40801379,,,,,C4_endothelium,1
40803642,,,,,C4_endothelium,1
40828512,,,,,C4_endothelium,1
40829637,,,,,C4_endothelium,1
40872735,,,,,B3_stroma,1
40889613,,,,,A3_epithelium_limbus,1
40893304,,,,,A3_epithelium_limbus;B3_stroma,2
40893444,,,,,C4_endothelium,1
40903103,,,,,C4_endothelium,1
40905747,,,,,D3_full_thickness_multilayer,1
40931961,,,,,B3_stroma;D3_full_thickness_multilayer,2
40945255,,,,,A3_epithelium_limbus;B3_stroma,2
40975220,,,,,C4_endothelium,1
40986323,,,,,C4_endothelium,1
40986463,,,,,C4_endothelium,1
40995315,,,,,A3_epithelium_limbus,1
41041945,,,,,C4_endothelium,1
41042033,,,,,C4_endothelium,1
41050442,,,,,B3_stroma,1
41050515,,,,,D3_full_thickness_multilayer,1
41068622,,,,,A3_epithelium_limbus,1
41069410,,,,,B3_stroma,1
41070062,,,,,A3_epithelium_limbus;B3_stroma,2
41073348,,,,,B3_stroma;D3_full_thickness_multilayer,2
41077843,,,,,B3_stroma,1
41091001,,,,,C4_endothelium,1
41099592,,,,,B3_stroma,1
41101524,,,,,C4_endothelium,1
41103827,,,,,C4_endothelium,1
41105099,,,,,C4_endothelium,1
41129923,,,,,B3_stroma;D3_full_thickness_multilayer,2
41138289,,,,,B3_stroma,1
41147544,,,,,D3_full_thickness_multilayer,1
41160975,,,,,B3_stroma,1
41170125,,,,,C4_endothelium,1
41170239,,,,,C4_endothelium,1
41177136,,,,,B3_stroma,1
41179628,,,,,A3_epithelium_limbus,1
41202160,,,,,A3_epithelium_limbus,1
41203155,,,,,A3_epithelium_limbus;B3_stroma,2
41205143,,,,,C4_endothelium,1
41212961,,,,,B3_stroma,1
41218465,,,,,C4_endothelium;D3_full_thickness_multilayer,2
41232794,,,,,A3_epithelium_limbus,1
41234357,,,,,A3_epithelium_limbus;B3_stroma,2
41253010,,,,,B3_stroma,1
41341834,,,,,C4_endothelium,1
41356124,,,,,C4_endothelium,1
41359360,,,,,A3_epithelium_limbus;B3_stroma,2
41379646,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
41396330,,,,,C4_endothelium,1
41411262,,,,,B3_stroma,1
41417772,,,,,C4_endothelium,1
41427066,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
41460069,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
41466391,,,,,C4_endothelium,1
41471055,,,,,A3_epithelium_limbus,1
41487289,,,,,C4_endothelium,1
41488431,,,,,B3_stroma;D3_full_thickness_multilayer,2
41490374,,,,,A3_epithelium_limbus,1
41497727,,,,,C4_endothelium,1
41501526,,,,,C4_endothelium,1
41503585,,,,,A3_epithelium_limbus,1
41503892,,,,,D3_full_thickness_multilayer,1
41506503,,,,,A3_epithelium_limbus;B3_stroma,2
41525090,,,,,C4_endothelium,1
41533877,,,,,B3_stroma,1
41533920,,,,,C4_endothelium,1
41535560,,,,,A3_epithelium_limbus,1
41538991,,,,,A3_epithelium_limbus;B3_stroma,2
41540031,,,,,B3_stroma,1
41548128,,,,,B3_stroma;D3_full_thickness_multilayer,2
41554492,,,,,B3_stroma;D3_full_thickness_multilayer,2
41561352,,,,,A3_epithelium_limbus,1
41566752,,,,,C4_endothelium,1
41575438,,,,,B3_stroma,1
41592350,,,,,C4_endothelium,1
41595971,,,,,A3_epithelium_limbus,1
41636598,,,,,C4_endothelium,1
41642028,,,,,C4_endothelium,1
41665328,,,,,C4_endothelium,1
41669778,,,,,B3_stroma,1
41678599,,,,,A3_epithelium_limbus;B3_stroma,2
41703084,,,,,B3_stroma,1
41729365,,,,,D3_full_thickness_multilayer,1
41739880,,,,,B3_stroma,1
41742708,,,,,B3_stroma;D3_full_thickness_multilayer,2
41769943,,,,,A3_epithelium_limbus,1
41770808,,,,,C4_endothelium,1
41773282,,,,,C4_endothelium,1
41794129,,,,,A3_epithelium_limbus;B3_stroma,2
41808764,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
41843722,,,,,C4_endothelium,1
41848618,,,,,D3_full_thickness_multilayer,1
41860313,,,,,C4_endothelium,1
41865000,,,,,C4_endothelium,1
41878560,,,,,A3_epithelium_limbus;B3_stroma,2
41886813,,,,,A3_epithelium_limbus,1
41896991,,,,,C4_endothelium,1
41897623,,,,,B3_stroma,1
41915682,,,,,C4_endothelium,1
41947731,,,,,B3_stroma;D3_full_thickness_multilayer,2
41962437,,,,,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3
42011332,,,,,C4_endothelium,1
42032346,,,,,A3_epithelium_limbus,1
42035972,,,,,A3_epithelium_limbus;D3_full_thickness_multilayer,2
42048090,,,,,B3_stroma,1
42059163,,,,,B3_stroma;C4_endothelium,2
42061480,,,,,C4_endothelium,1
42070230,,,,,C4_endothelium,1
42080723,,,,,C4_endothelium,1
42080792,,,,,C4_endothelium,1
42090391,,,,,C4_endothelium,1
42093835,,,,,B3_stroma,1
42098218,,,,,B3_stroma,1
42141973,,,,,C4_endothelium,1
