screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision
PUBMED_0633,36775872,Biomimetic Convex Implant for Corneal Regeneration Through 3D Printing.,"Blindness caused by corneal damage affects millions of people worldwide, and this number continues to rise. However, rapid epithelization and a stable epithelium process are the two biggest challenges for traditional corneal materials. These processes are related to corneal curvature, which is an important factor in determination of the corneal healing process and epithelial behavior during corneal damage. In this study, smooth 3D-printed convex corneal implants based on gelatin methacrylate and collagen are generated. As epithelium distribution and adhesion vary in different regions of the natural cornea, this work separates the surfaces into four regions and studies how cells sense topological cues on curvature. It is found that rabbit corneal epithelial cells (RCECs) seeded on steeper slope gradient surfaces on convex structures result in more aligned cell organization and tighter cell-substrate adhesion, which can also be verified through finite element simulation and signaling pathway analysis. In vivo transplantation of convex implants result in a better fit with adjacent tissue and stronger cell adhesion than flat implants, thereby accelerating corneal epithelialization and promoting collagen fibers and neural regeneration within 180 days. Taken together, printed convex corneal implants that facilitate corneal regeneration may offer a translational strategy for the treatment of corneal damage.",2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202205878,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; collagen; corneal epithelial; epithelial cell; rabbit; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0685,37435912,"An Injectable, Shape-Retaining Collagen Hydrogel Cross-linked Using Thiol-Maleimide Click Chemistry for Sealing Corneal Perforations.","Injectable hydrogels show great promise in developing novel regenerative medicine solutions and present advantages for minimally invasive applications. Hydrogels based on extracellular matrix components, such as collagen, have the benefits of cell adhesiveness, biocompatibility, and degradability by enzymes. However, to date, reported collagen hydrogels possess severe shortcomings, such as nonbiocompatible cross-linking chemistry, significant swelling, limited range of mechanical properties, or gelation kinetics unsuitable for in vivo injection. To solve these issues, we report the design and characterization of an injectable collagen hydrogel based on covalently modified acetyl thiol collagen cross-linked using thiol-maleimide click chemistry. The hydrogel is injectable for up to 72 h after preparation, shows no noticeable swelling, is transparent, can be molded in situ, and retains its shape in solution for at least one year. Notably, the hydrogel mechanical properties can be fine-tuned by simply adjusting the reactant stoichiometries, which to date was only reported for synthetic polymer hydrogels. The biocompatibility of the hydrogel is demonstrated in vitro using human corneal epithelial cells, which maintain viability and proliferation on the hydrogels for at least seven days. Furthermore, the developed hydrogel showed an adhesion strength on soft tissues similar to fibrin glue. Additionally, the developed hydrogel can be used as a sealant for repairing corneal perforations and can potentially alleviate the off-label use of cyanoacrylate tissue adhesive for repairing corneal perforations. Taken together, these characteristics show the potential of the thiol collagen hydrogel for future use as a prefabricated implant, injectable filler, or as sealant for corneal repair and regeneration.",2023,ACS applied materials & interfaces,10.1021/acsami.3c03963,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; collagen; corneal epithelial; epithelial cell; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0696,37511012,Preparation and Characterization of a Photo-Crosslinked Methacryloyl-Collagen Composite Film to Promote Corneal Nerve Regeneration via Surface Grafting of Taurine Molecules.,"Blindness is frequently caused by corneal abnormalities, and corneal transplantation is the most effective treatment method. It is extremely important to develop high-quality artificial corneas because there are not enough donor corneas accessible for cornea transplantation. One of the most-often utilized materials is collagen, which is the primary component of natural cornea. Collagen-based corneal repair materials have good physicochemical properties and excellent biocompatibility, but how to promote the regeneration of the corneal nerve after keratoplasty is still a big challenge. In this research, in order to promote the growth of nerve cells on a collagen (Col) substrate, a novel collagen-based material was synthesized starting from the functionalization of collagen with unsaturated methacryloyl groups that three-dimensionally photopolymerize to a 3D network of chemically crosslinked collagen (ColMA), onto which taurine molecules were eventually grafted (ColMA-Tr). The physicochemical properties and biocompatibility of the Col, ColMA and ColMA-Tr films were evaluated. By analyzing the results, we found that all the three samples had good moisture retention and aq high covalent attachment of methacryloyl groups followed by their photopolymerization improved the mechanical properties of the ColMA and ColMA-Tr. Most importantly, compared with ColMA, the taurine-modified collagen-MA film significantly promoted the growth of nerve cells and corneal epithelial cells on its surface. Our preliminary results suggest that this novel ColMA-Tr film may have potential use in cornea tissue engineering in the future.",2023,International journal of molecular sciences,10.3390/ijms241411248,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; film; collagen; corneal epithelial; epithelial cell; rat; transplantation; keratoplasty,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0789,38960253,An injectable hydrogel based on sodium alginate and gelatin treats bacterial keratitis through multimodal antibacterial strategy.,"Bacterial keratitis is among the most prevalent causes of blindness. Currently, the abuse of antibiotics in clinical settings not only lacks bactericidal effects but also readily induces bacterial resistance, making the clinical treatment of bacterial keratitis a significant challenge. In this study, we present an injectable hydrogel (GS-PNH-FF@CuS/MnS) containing self-assembled diphenylalanine dipeptide (FF) and CuS/MnS nanocomposites (CuS/MnS NCs) that destroy bacterial cell walls through a synergistic combination of mild photothermal therapy (PTT), chemodynamic therapy (CDT), ion release chemotherapy, and self-assembled dipeptide contact, thereby eliminating Pseudomonas aeruginosa. Under 808 nm laser irradiation, the bactericidal efficiency of GS-PNH-FF@CuS/MnS hydrogel against P. aeruginosa in vitro reach up to 96.97 %. Furthermore, GS-PNH-FF@CuS/MnS hydrogel is applied topically to kill bacteria, reduce inflammation, and promote wound healing. Hematoxylin-eosin (H&E) staining, Masson staining, immunohistochemistry and immunofluorescence staining are used to evaluate the therapeutic effect on infected rabbit cornea models in vivo. The GS-PNH-FF@CuS/MnS demonstrate good biocompatibility with human corneal epithelial cells and exhibit no obvious eyes side effects. In conclusion, the GS-PNH-FF@CuS/MnS hydrogel in this study provides an effective and safe treatment strategy for bacterial keratitis through a multimodal approach.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.133595,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; epithelial cell; wound healing; rabbit; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0931,40436750,Evaluation of mesenchymal stem cells as feeder cells for the cultivation of corneal epithelial cell sheets in dogs.,"Corneal epithelial cell sheet transplantation is a promising therapy for reconstructing the ocular surface in canines with severe corneal disease. Cultivation of these sheets typically requires feeder cells that support the proliferation and maintenance of immature epithelial cells by secreting growth factors. However, using conventional murine 3T3 fibroblasts as feeder cells raises ethical and safety concerns. This study investigated canine adipose-derived mesenchymal stem cells (cADMSCs) and bone marrow mesenchymal stem cells (cBMMSCs) as alternative feeder cells. Both MSCs were cultured alone or with canine corneal epithelial cells. Changes in epidermal growth factor, keratinocyte growth factor, and hepatocyte growth factor (HGF) expression in both MSC types were evaluated by quantitative polymerase chain reaction. HGF expression was further assessed by western blot and enzyme-linked immunosorbent assay. Canine corneal epithelial cell sheets were cultivated with cADMSCs, cBMMSCs, or 3T3 fibroblasts, or without feeder cells, and their structure and quality were evaluated histopathologically. Results showed that cADMSCs and cBMMSCs originally expressed soluble factors, and HGF mRNA expression significantly upregulated when co-cultured with epithelial cells. However, no significant differences in sheet structure or quality were observed among feeder types. In conclusion, cADMSCs and cBMMSCs are viable alternatives to 3T3 fibroblasts for cultivating canine corneal epithelial cell sheets. Canine corneal epithelial cells interact with MSCs and promote the secretion of soluble factors from MSCs to promote epithelial cell growth. Moreover, canine corneal epithelial cells may maintain their proliferative capacity and immature state independent of feeder cells.",2025,The Journal of veterinary medical science,10.1292/jvms.24-0532,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,sheet; construct; corneal epithelial; ocular surface; epithelial cell; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,cell-sheet/cultivated epithelial construct present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0239,31937546,Use of four-layer porcine small intestinal submucosa alone as a scaffold for the treatment of deep corneal defects in dogs and cats: preliminary results.,"BACKGROUND: To describe the efficacy of four-layer porcine small intestinal submucosa (Vetrix BioSIS plus+) as single scaffold for the treatment of deep corneal lesions in dogs and cats. METHODS: 10 dogs and 3 cats with deep or full thickness corneal defects were treated surgically with BioSIS plus graft. Corneal transparency scores and vision were evaluated. RESULTS: Lesions in dogs were four perforations, three descemetoceles, two limbal melanocytomas and one deep corneal ulcer. In cats, there were one limbal melanocytoma and two perforations. The average length of the follow-up was 86 days. In all, 12 out of 13 eyes treated were visual at last recheck (92.3 per cent). The scars were mild eight cases (66.7 per cent), but denser in four cases (33.4 per cent). Complication were partial collagenolysis in three cases (25 per cent), which resolved with medical therapy, mild corneal pigmentation in one case (8.4 per cent) and anterior synechia in one case (8.4 per cent). One case experienced severe collagenolysis and was enucleated 21 days postoperatively. CONCLUSIONS: Four-layer porcine SIS graft was successfully used for surgical treatment of deep corneal lesions in selected corneal diseases in a small series of dogs and cats, with good results in terms of mechanic support and corneal transparency.",2020,The Veterinary record,10.1136/vr.105513,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; collagen; limbal; transparency; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,3,scaffold/carrier/material present; extractable benchmark markers likely,Supporting epithelium/limbus record
PUBMED_0412,33807473,Cytocompatibility and Suitability of Protein-Based Biomaterials as Potential Candidates for Corneal Tissue Engineering.,"The vision impairments suffered by millions of people worldwide and the shortage of corneal donors show the need of substitutes that mimic native tissue to promote cell growth and subsequent tissue regeneration. The current study focused on the in vitro assessment of protein-based biomaterials that could be a potential source for corneal scaffolds. Collagen, soy protein isolate (SPI), and gelatin films cross-linked with lactose or citric acid were prepared and physicochemical, transmittance, and degradation measurements were carried out. In vitro cytotoxicity, cell adhesion, and migration studies were performed with human corneal epithelial (HCE) cells and 3T3 fibroblasts for the films' cytocompatibility assessment. Transmittance values met the cornea's needs, and the degradation profile revealed a progressive biomaterials' decomposition in enzymatic and hydrolytic assays. Cell viability at 72 h was above 70% when exposed to SPI and gelatin films. Live/dead assays and scanning electron microscopy (SEM) analysis demonstrated the adhesion of both cell types to the films, with a similar arrangement to that observed in controls. Besides, both cell lines were able to proliferate and migrate over the films. Without ruling out any material, the appropriate optical and biological properties shown by lactose-crosslinked gelatin film highlight its potential for corneal bioengineering.",2021,International journal of molecular sciences,10.3390/ijms22073648,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; film; collagen; corneal epithelial; cell viability; migration; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,3,scaffold/carrier/material present; extractable benchmark markers likely,Supporting epithelium/limbus record
PUBMED_0437,34149247,Silk Film Stiffness Modulates Corneal Epithelial Cell Mechanosignaling.,"Silk fibroin films are excellent candidate biomaterials for corneal tissue engineering due to their optical transparency, biocompatibility, and mechanical strength. Their tunable chemical and mechanical properties open the possibility of engineering cellular microenvironments that can both mimic native corneal tissue and provide stimuli to actively promote wound regeneration. While silk film mechanical properties, such as surface topography, have demonstrated the ability to control corneal epithelial cell wound regenerating behavior, few studies have explored the stiffness tunability of these films and its cellular effects. Cells are known actively sense the stiffness of their surroundings and processes such as cell adhesion, migration, proliferation, and expression of stem markers can be strongly influenced by matrix stiffness. This study develops technical solutions that allow for both the fabrication of films with stiffnesses similar to corneal tissue and also for their characterization in an aqueous, native-like environment at a scale relevant to cellular forces. Physiological evidence demonstrates that corneal epithelial cells are mechanosensitive to films of different stiffnesses and show that cell spreading, cytoskeletal tension, and molecular mechanotransducer localization are associated with film stiffness. These results indicate that silk film stiffness can be used to regulate cell behavior for the purposes of ocular surface repair.",2021,Macromolecular chemistry and physics,10.1002/macp.202170013,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,film; corneal epithelial; ocular surface; epithelial cell; transparency; migration; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,3,scaffold/carrier/material present; extractable benchmark markers likely,Supporting epithelium/limbus record
PUBMED_0132,30719240,Exosomes derived from clinical-grade oral mucosal epithelial cell sheets promote wound healing.,"The oral mucosa exhibits unique regenerative properties, sometimes referred to as foetal-like wound healing. Researchers from our institute have used sheets of oral mucosa epithelial cells (OMECs) for regenerative medicine applications including cornea replacement and oesophageal epithelial regeneration for stricture prevention. Here, we have isolated exosomes from clinical-grade production of OMEC sheets from healthy human donors (n = 8), aiming to evaluate the clinical potential of the exosomes to stimulate epithelial regeneration and to improve understanding of the mode-of-action of the cells. Exosomes were isolated from conditioned (cExo) and non-conditioned (ncExo) media. Characterization was performed using Western blot for common exosomal-markers: CD9 and flotillin were positive while annexin V, EpCam and contaminating marker GRP94 were negative. Nanoparticle tracking analysis revealed a diameter of ~120 nm and transmission electron microscopy showed a corresponding size and spherical appearance. Human skin fibroblasts exposed to exosomes showed dose-dependent reduction of proliferation and a considerable increase of growth factor gene expression (HGF, VEGFA, FGF2 and CTGF). The results were similar for both groups, but with a trend towards a larger effect from cExo. To study adhesion, fluorescently labelled exosomes were topically applied to pig oesophageal wound-beds ex vivo and subsequently washed. Positive signal could be detected after as little as 1 min of adhesion, but increased adhesion time produced a stronger signal. Next, labelled exosomes were added to full-thickness skin wounds in rats and signal was detected up to 5 days after application. cExo significantly reduced the wound size at days 6 and 17. In conclusion, exosomes from OMEC sheets showed pro-regenerative effects on skin wound healing. This is the first time that the healing capacity of the oral mucosa is studied from an exosome perspective. These findings might lead to a combinational therapy of cell sheets and exosomes for future patients with early oesophageal cancer.",2019,Journal of extracellular vesicles,10.1080/20013078.2019.1565264,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,sheet; epithelial cell; epithelial regeneration; wound healing; rat; ex vivo; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,2,cell-sheet/cultivated epithelial construct present,Supporting epithelium/limbus record
PUBMED_0673,37282673,26 Development of human amniotic membrane products for regenerative medicine applications.,"INTRODUCTION: Human amniotic membrane (HAM) has important biological properties that make this tissue an ideal substrate for regenerative medicine applications, including treatment of ocular diseases and wound healing. NHSBT can successfully decellularise HAM for promoting enhancement of limbal stem cell expansion in vitro more efficiently than the cellular HAM.(1) In this study we present new formulations of decellularised HAM as freeze-dried powder and derived natural hydrogel. The aim was to develop a variety of GMP-compliant allografts to treat ocular diseases. MATERIALS AND METHODS: Six HAM, obtained from elective caesarian deliveries, were dissected, decontaminated and subjected to an in-house developed decellularisation protocol including a mild SDS concentration as detergent and nuclease steps. Following decellularisation, the tissue was placed in a sterile tissue culture flask and freeze dried. The freeze-dried tissue was cut into pieces of ~1g each, dipped into liquid nitrogen, then ground with a pulverisette. Ground tissue was solubilised using porcine pepsin and 0.1M HCl (stirred for 48 hours, 25oC). At the end of solubilisation, the pre-gel solution was kept on ice to adjust the pH back to 7.4. Gelation was induced when the temperature of the solution was increased to 25oC and aliquots were used for both in vitro cytotoxicity (up to 48 hours) and biocompatibility (up to 7 days) testing (MG63 and HAM cells). Cells were added into the solution before gelling and on top after gelling. RESULTS: The pre-gel solution obtained from decellularised HAM appear homogenous without undigested powder, and it was able to gel within 20 minutes at RT. Gels with a concentration of 4-8mg/mL tissue powder retained shape (including in an aqueous environment). When added on top of gels, cells were observed to attach and proliferate over time. When added into gels, the cells were observed throughout the gels and appeared to be migrating through the gel. CONCLUSION: Acellular HAM can be successfully freeze dried and converted into new formulations for topical application (powder and hydrogel). The new formulations could improve HAM delivery and provide a better scaffold for tissue regeneration. To our knowledge, this is the first time an amnion hydrogel formulation has been developed in GMP compliant setting for tissue banking purpose. Further studies will also investigate the ability of amnion hydrogel to promote stem cells differentiation into the three lineages (adipogenic, chondrogenic, osteogenic) in and/or on the gels. REFERENCES: Figueiredo GS et al. Acta Biomater 2017;61, 124-133.",2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.26,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; substrate; membrane; limbal; limbal stem; wound healing; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,2,scaffold/carrier/material present,Supporting epithelium/limbus record
PUBMED_0705,37669162,Protocol for isolating human BCAM-positive corneal progenitor cells by flow cytometry and cell sorting.,"BCAM-positive basal limbal epithelial cells are an early transit-amplifying cell population (TAC) capable of holoclone formation and corneal epithelial differentiation. Here, we present a protocol for isolating BCAM-positive cells from human donor corneas by flow cytometry and cell sorting. We describe steps for cell dissection and dissociation, antibody staining, and flow cytometry. We then detail procedures for culturing the purified BCAM-positive and BCAM-negative cells for holoclone and cell sheet formation assays to study the factors that regulate corneal regeneration. For complete details on the use and execution of this protocol, please refer to Sasamoto et al.(1).",2023,STAR protocols,10.1016/j.xpro.2023.102503,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,sheet; corneal epithelial; limbal; epithelial cell; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,2,cell-sheet/cultivated epithelial construct present,Supporting epithelium/limbus record
PUBMED_1064,41886813,Wet-stable PLGA-PCL electrospun membranes as synthetic scaffolds for corneal applications.,"Corneal impairment is the fourth leading cause of blindness worldwide. Current therapies often use biodegradable amniotic membranes (AMs) to assist in transferring limbal stem cells or explants to the cornea. Surgeons have extensive experience with these, but they are human biological tissue and must be sourced and used under tissue bank conditions to reduce the risk of disease transmission. Thus, accessibility and safety remain concerns in their use. Accordingly, the development of synthetic scaffolds to support limbal tissue outgrowth is an attractive, reproducible and accessible alternative. This group has made good progress towards this membrane design using a Polylactide-co-Glycolide (PLGA) electrospun membrane but has identified problems with handling and integrity of the membrane once wet. Our aim, therefore, is to improve the integrity and pliability of these cell delivery membranes in wet environments without compromising their ability to act as cell carriers for corneal regeneration. Electrospun scaffolds with different mechanical properties were manufactured by blending different concentrations of PLGA and Polycaprolactone (PCL). All the manufactured membranes supported cell outgrowth when tested with porcine and human limbal explants. Scaffolds were characterised under dry and wet conditions using scanning electron microscopy and uniaxial tensile testing. Blends with a relatively high proportion of PCL (30%) were able to maintain their mechanical properties under both dry and wet conditions and were flexible in handling. This study demonstrates that PLGA-PCL electrospun membranes with 30% PCL content retain good mechanical properties in a wet environment, making them easy to handle while retaining the ability to support limbal tissue attachment and cell outgrowth. This makes them a viable synthetic alternative to the AM.",2026,"Biomedical materials (Bristol, England)",10.1088/1748-605X/ae57f1,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; carrier; membrane; limbal; limbal stem; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,2,scaffold/carrier/material present,Supporting epithelium/limbus record
